Nickname,Time,Location,Content,Goods,Score
买***意,2024-06-25 06:18:36,江苏,"收到货，第一时间拆包装，质量非常好，与卖
家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。包装很好，快递给力，卖家很有信誉，发货速
度也很快。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***a,2024-05-13 12:54:14,河北,用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了商品质量不错，细节、品质、做工都非常好，发货快，快递也给力，棒棒哒,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***ぴ,2024-06-04 20:59:06,浙江,值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试很好看，制作工艺很精美，材质也很好！给个赞是正品，和实体店一样，价格还优惠，果断转粉！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
会***笑,2024-06-08 08:25:55,广东,艾美特京东自营店买的，发货快，第二天就到了，风扇可以语音控制，智能触屏，遥控，非常方便声音，外观设计漂亮，包装很严实，操作方便！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
b***微,2024-06-08 11:52:04,广东,艾美特自营店购买的。非常不错，可以语音控制，风距也远，很智能哈，下单了第二天就到了，快递送货上门，很安心，安装方便，性价比不错,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
骑***澡,2024-06-27 20:37:53,湖北,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
丞***甜,2024-05-08 19:52:37,山东,赶上做活动的时候买的，这个价格一分钱一分货❤️，从外观看很美💙，材质做工都不错💜，感觉买值了，还有物流超级快，点赞！风很细腻&hellip;&hellip;客服服务也很好👌🏻,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***x,2024-06-30 13:03:42,河北,宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买，物流很快，👍产品很快就收到了，比想象中还好，不错不错！希望能耐用,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
0***5,2024-06-17 15:03:26,河南,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️质量挺好，物流也很快，赞！一直在这里买这个，活动的时候价格很美丽，发货速度贼快，质量不错，应该是正品宝贝物超所值，很喜欢，下次还会来的正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
O***x,2024-06-19 17:12:40,重庆,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️有颜值 静音  睡觉的时候一般开2-3档就合适了  不错不错,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
G***C,2024-06-05 13:23:51,四川,货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢ʜᴀ͟ᴘ͟ᴘ͟ʏ𝟙𝟘𝟘,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
会***笑,2024-06-08 08:41:27,广东,艾美特京东自营店买的，发货快，第二天就到了，风扇可以32档位调节，风力大，静音效果好，非常方便声音，外观设计漂亮，包装很严实，操作方便！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
6***c,2024-06-02 21:21:04,湖南,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全全超出期望值，声音小，吹的风舒服，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物店家很讲信誉，而且很不错哦，在这家店买东东，我很满意~。还会回购。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***c,2024-05-23 11:39:16,上海,家里都是艾美特的电风扇，新入手的这台循环扇，外表美观大方，语音功能识别率很高，不用动手就能操控风扇，太方便了。5档以下基本听不到风噪声，18档风力足够用了，息屏功能很贴心，晚不用担心亮光影响睡眠。总的来说值得入手，性价比很高。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
小***的,2024-06-14 09:51:44,四川,"外观设计：小巧可爱，不占地方
档位风速：档位很多，可以自由选择档位
操作方式：简单方便，配有遥控器
静音效果：声音比较小，不会很吵
京东物流非常给力，第二天就用上了。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
q***x,2024-05-21 22:23:24,浙江,大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接东西不错，还有优惠，可以放心省钱购买，不要犹豫了宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***7,2024-07-04 01:37:06,湖北,"外观设计：好
档位风速：挺多的
操作方式：很简单
其他特色：语言功能特别方便，不用手动
京东的东西非常好，一直在京东上购物，最喜欢的就是京东物流，超级快。以后还是一如既往的在京东购物京东的东西非常好，一直在京东上购物，最喜欢的就是京东物流，超级快。以后还是一如既往的在京东购物",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
熟***阿,2024-06-25 09:10:15,广东,"这个是今年的新款，语音控制，直流变频电机,
低噪音大风量，是性价比很高的选择!艾美特的
产品整体评价为清新、好看，具有高级的外观款式和不错的质感。它的性价比非常高，值得推荐。在效果功能方面，艾美特的产品风力很大,能吹到很远的地方，而且不占空间，使用起来非常凉快。此外，它的外形好看，风力大颜值高，低速静音，高速声音能接受。尽管外观小巧,但出风量很大，颜色耐看大气，是一个值得购买的产品!",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***a,2024-06-15 17:24:28,上海,"外观设计：颜值非常高，特别小巧，十分喜欢
档位风速：十八档风速，满足各种场所，特别不错
操作方式：遥控器+声控组合，非常便捷，语音操作简单
静音效果：声音比较小，还挺满意的",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
r***l,2024-06-25 10:40:11,江苏,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
皓***丶,2024-06-30 09:03:20,四川,1、质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
卡***鲁,2024-05-06 11:03:44,北京,"外观设计：蛮好看的，就是近看塑料感有点强
档位风速：32档风速，我一般就开16档静音风
操作方式：内嵌智能语音不用配置，直接通电就行，不过我和小爱联动了，这样更一体，自己自定义自动模式，配合温湿度计和人在传感器做到我做到电脑面前开风扇，开灯，开电脑
静音效果：16档静音，声音真的挺小的。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***b,2024-06-16 16:10:52,江苏,外观设计：这款就是看中外观设计流畅自然，功能也比较齐全，有语音功能操作方便不少，声音比以前买的小很多，而且底盘比较稳重不怎么摇晃，清凉一夏啊。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***c,2024-05-11 22:52:43,广东,"档位风速：🈶32档可以多种选择，睡眠，暴风，婴儿风等
外观设计：简洁大方，拆装便捷
操作方式：语音唤醒灵敏，也可大屏触摸",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
阿***6,2024-05-06 11:18:53,安徽,十年前买的灿坤边框被拆卸受损了，京东电器的朋友推荐了这款，声音确实不大，底盘再重点就好了，颜色正好搭配我家的装饰，艾美特的风扇我家用了近20年了，风扇就选她肯定没错的,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
s***3,2024-06-19 14:53:10,湖南,实体店和网上看了好久，一直想买一台空气循环扇，比较了还是选的艾美特，18档风，110cm加高，风力足够大，声音小，语音遥控特别方便，价格比实体店便宜,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
王***啊,2024-06-11 19:41:00,广东,真不错，好看，小巧，颜值高，可以上下摆头吹风，声音不大，语音已经设好来了，不用操作直接呼叫可以语音控制一些功能，小遥控器估计得闲置了哈哈,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
h***a,2024-06-18 11:54:48,江苏,艾美特电扇用了一段时间感觉不错，基本没有声音，风速有十八档，晚上用睡眠档风量正好，家里的电扇都是艾美特，质量好，老牌子。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
m***y,2024-06-06 20:52:56,重庆,"外观设计：黑金百搭，时尚简约。
档位风速：32档风，3大风类，满足不同需求。
操作方式：触摸，遥控，语音。
静音效果：24档风以上有电机转动的声音，以下噪音可以接受。
耗电情况：日常使用，正常耗电。
以旧换新：京东平台活动，以旧换新，可以抵原价10%。
其他特色：可以滴花露水，精油，防蚊虫，负离子功能。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
Y***0,2024-06-16 16:58:48,北京,自营产品，送货上门，速度快 产品外观设计不错，做工还是可以的，表面光滑。就是电源线短了些，再加长30厘米好了，180。使用更方便。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***c,2024-05-11 09:10:03,广西,"外观设计：中规中矩的外形，还可以提升一下科技感
档位风速：可能是加有过滤网，风速上会有所削弱和高风声音偏大
操作方式：除了遥控，无线语音还是蛮好用的～
其他特色：总的来说也是没多大问题",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
倚***1,2024-06-11 18:00:24,江苏,风扇收到就测试了一下，这款是白天鹅max以前买的是白天鹅比这款贵好多，毕竟一个是32档一个是18档，不过也够用了，家里的风扇都是艾美特的，感觉质量不错才买的，还有一年的只换不修保障，这一点不错，用着看吧,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
小***钳,2024-06-10 11:45:51,上海,发货超级快，晚上下单隔天就到了。语音还是比较方便的，不用联网，直接小艾小艾～不过不太智能，只能使用固定语言。电扇感觉还是艾美特质量比较好，毕竟是老牌子，买个放心。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***7,2024-05-11 15:07:26,广东,外观精美，语音互换功能好用。可以更改高度，但是实用性不太够。颜色搭配也还是挺高级的，风扇整体的重量很轻，可以随便挪动位置。不费劲,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
栋***北,2024-06-12 22:16:10,陕西,从功能上，价格上，确实很实惠，特别是语音功能，真的很方便，风力也很大，但是从做工上，我觉得还有空间，塑料感强，隔栏是软的，尤其后面，这点体验不好,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,4
2***7,2024-06-16 06:54:29,江苏,价格实惠！另物流快捷！包装严实！外观设计有特色，白颜色百搭！语音触控方便实用！风量大，档位多！中低档位声音小，高速档声音稍大，可以接受！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,4
s***风,2024-06-19 11:29:56,四川,夏季天热，虽有空调但人少使用有点浪费，艾美特风扇是国产名品，风扇造型新颖，语音和遥控操作方式多样，使用方便，风扇静音效果不错，风力调节档位多，适合多种场合使用，物有所值。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
老***8,2024-06-16 17:40:15,河南,外观设计不错，档位有18个风速，操作方法有两种，一种是遥控，一种是语音，语音操作不是很灵敏，勉强能用，低档位静音效果不错，高档速声音还是比较大的，总体还是比较满意，,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
w***t,2024-06-06 01:43:45,河南,618活动价买的，京东的送货速度还是那么的快。家里有一个艾美特的天鹅风扇了，用了2年多了，质量嘎嘎好！这次再买一个放楼上用，这款风扇颜值高，高度也合适，放在卧室里用正好！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
小***e,2024-06-18 15:52:24,江苏,上下左右自动摇头，角度360度，风扇轻巧非常适合家用，不占位置，风力档位多，可以找到适合舒适的风力，安静，低档位风力几乎没有声音，适合卧室使用，唯一感觉不好是这个价位没有语音控制。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
c***呀,2024-06-10 16:00:32,江苏,买了一个空气循环扇，也是搞活动买的，品牌是艾美特，这一款是白色的，比较简约大方，电风扇感觉像一个天鹅颈的造型，支持上下左右的摇头，风挡支持18，还支持语音功能，这一点挺方便的。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***l,2024-06-18 20:33:44,湖北,艾美特白天鹅循环扇小巧，颜质高，带语音的，共有18档，风力足，操作简单，小艾听指挥，晚上睡觉不用起床关电扇了，有小艾就可以了，电扇开12档没声音。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
x***t,2024-06-18 17:42:53,北京,第1次用这个品牌的电风扇，没有失望。外观时尚轻巧，风力从1~32档，还有语音控制，适合各种场景，基本没什么声音。用了一多月来评价，挺不错的，打算再买一个给老人用。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
C***5,2024-06-11 11:01:17,北京,买了两个其他牌子的，噪音有些大，就又买了这款Airmate。今天刚刚有空隙，先生把它安装上了。是我们想要的这种噪音小，多功能的仿自然风吹的电扇。还有它语音功能，好可爱，先生跟它对话老半天了，让它上下摇头，左右摇头，加大风力度，静音模式。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
厺***吅,2024-06-26 15:20:59,江西,"优雅的设计和中等的尺寸，适应多变的摆放环境。这款产品内置了直流电机，并搭载七叶扇叶，在满足安静需求的同时也能扇动出心意的凉爽。在电源上，该商品采用了变频技术，耗电只需35W也能达到惊人的24档风力。赠送的1.5m电源线长更是方便了使用。

品质来自细节，它具有上下左右摇头的功能，全面覆盖您的使用空间，让清凉无死角。除此之外，遥控器控制的功能可以满足你想要随时调节的需要，省去了起身收放的麻烦，适合那些讲究享受生活的消费者。而其定时范围更是可以达到8小时以上，夜晚在床上可以让温度始终保持在适宜的状态。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,4
5***o,2024-06-01 17:01:56,北京,颜值可以的，小米是全白，这个有黑色配色，也还好啦。可以上下左右动，我第一次买这种，之前的循环扇是不会摆头的。这个可以遥控还可以声控，晚上用着特别方便，不用找遥控，迷迷糊糊之中说关闭风扇即可。但是声音有点大，能小声点就好了,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***7,2024-06-19 22:06:03,辽宁,商品包装精美，物流运输快，快递员服务热情周到。商品外观美观大方，档位多，风力柔和，实用经济，操作方式简单易控，静音效果极好，性价比高，值得购买。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
y***9,2024-06-12 16:48:59,江苏,艾美特，大品牌，产品质量杠杠滴，这款空气循环扇，高端大气，外观、颜色都是是我喜欢的，唯一的缺点就是风量大时，声音有点大，不过还能接受。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***H,2024-06-19 21:06:55,安徽,风扇还不错，小巧可爱造型，做工精细质感可以，但是真的不知道鼓吹的什么循环风到底是怎么一回事，没觉得和普通风扇有什么不一样，用用看吧,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***嘟,2024-06-16 04:59:45,北京,"开箱电扇分为:①电扇头部②支撑杆两根有螺口③底盘有螺口④说明书和遥控器。
外观设计：从介绍看，外观很好看。（拼接好后感觉电扇的支撑杆有点单薄，没有经典款底盘支撑一体稳和设计精致）但是此款电扇可以语音遥控可以按键调整一下也可以遥控器遥控。用起来很方便。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
真***x,2024-06-16 20:05:18,江西,安静，对于睡眠比较浅的人来说，这款风扇，真的满足了我的需求，内置的语音助手方便使用，让我躺在床上就能操控风扇功率大小摇头等，安装简单，造型简约。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
必***居,2024-06-11 15:30:24,安徽,几年前买过一台艾美特用到现在都没有问题，感觉很不错所以今年又买了一台，价格还比以前便宜点了，这款算是经济实惠的了功能挺多，主要是静音效果不错,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
雷***员,2020-07-29 09:57:24,未知,"还行吧 越到后面越风扇声音大
档位风速：嗯
外观设计：不错
耗电情况：还行",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,3
j***p,2024-05-06 18:04:48,福建,颜值不错，语音智能也挺方便的。一共有18档风，方便幼儿还有夜间使用，语音提示的声音略大声，需要改进。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
0***7,2024-05-23 19:37:59,四川,送货速度快，总体不算重，底盘还较稳，语音控制方便，但必须基本照标准说才行，有点傻瓜了。风量还行，低档比较静音没看出来净化效果是通过什么方式。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
z***1,2024-06-16 20:17:13,江苏,京东送货速度快，可以上门送货还不错，风扇的风速很大也很实用，外观设计还可以，操作方式简单，精英效果也还不错，总体来说还是可以。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,4
p***h,2024-06-19 16:42:26,四川,518活动时抢劵购买的，比较划算，静音，风大，小巧美观，第一次买空气循环扇，就想看看和普通风扇有什么区别，目前的感受可能就是能上下摇头的区别吧！风吹着还是挺柔和的，头不痛。中途换了两次，总的来说售后还是不错，艾美特的质量杠杠滴👍🏻,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
妮***竹,2024-05-28 08:28:21,广西,对比了好几家，本来想看小米的，最后选择了这家，毕竟说是专业做风扇，确实不错。看中它的上下左右自动摇头，可以语音控制，遥控控制身高110管够，一般看的都是85㎝。要是能app控制就更完美了。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
T***跃,2024-06-09 13:10:36,河北,这个空气循环扇总体来说还是非常不错的 外观时尚大方 质感非常不错 静音也还不错 就是底座有那么一点点不平 可能是配重块的原因,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***l,2024-06-05 20:36:29,浙江,好好，不错，就是这个智能语音能不能关了，不然声音有点大，其他都不错，挺好&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
象***姐,2024-06-06 11:52:20,天津,挺好用，京东送货速度也快，好安装，静音，摆头的方式也不错，看着挺好玩。就是这个语音小艾不咋管事儿，说什么也听不懂，除了说小艾，不知道应该怎么个说法，说关机她都不明白,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
1***7,2024-05-23 23:11:34,湖北,家里以前的电扇坏了，这次618又买了一台电扇，电扇一送回家就让儿子组装上了，效果不错，风力也大，一共有18档位风力，睡觉时还有睡眠模式风会柔和很多！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***h,2024-06-12 21:30:32,湖北,包装好，物流准，快递小哥提前联系预约送货时间，按时送货上门，点赞。产品质量好，外观高端大气，直流电机，静音效果好，价格实惠，推荐。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***8,2024-06-12 22:35:59,广东,非常不错，以前家里都是用那种落地风扇，比对了好久才下手买这款，重量轻一些，可以上下左右摆动，十八档风风力很大，十档以下风力声音不大，最大风速时候有点声音可接受，我比较喜欢调到3档风直吹，凉快但是又不会吹的头疼。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
就***哥,2024-05-27 03:00:10,山东,很好用，9档以下基本听不到声音，不开空调时用3-5档就可以了，开了空调需要循环的时候再开高档就行。就是语音控制聊胜于无，还是遥控最简单。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
2***2,2024-05-23 13:30:05,广东,"还不错，不过下单时候没看清伸展的高度，但觉得好用就留下了。
静音效果：还可以
档位风速：不错
外观设计：小巧简洁",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
2***a,2024-06-19 13:47:44,福建,价格小贵，质量应该不错，毕竟大品牌，买过好几次艾美特，质量一直稳定。这个是不错，不过吹的面积不大，没有普通风扇那么大，总的来说还可以。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
R***_,2024-07-02 17:46:18,上海,300左右价位空气循环扇中的优质之选，有语音控制，遥控器控制和触屏控制3种方式使用，满足不同的生活场景需求。可左右上下摆头，吹出的风很凉爽,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
-***证,2024-05-22 10:35:54,重庆,"净化效果：配备多重过滤系统，能有效净化空气，提升室内空气质量 1。
静音运行：采用变频技术，运行安静，不会干扰用户的休息和学习 1。
操作简便：具有触摸式按键和LED显示屏，操作简单直观，便于调节风速和风向
1 .
多功能设计：集净化、循环、送风三大功能于一体，满足不同季节的使用需求 1。
质量可靠：采用优质塑料材料制成，耐磨耐用，保持良好运行状态 1。
外观设计：追求高颜值，采用奶油色调和
黄金高度设计，美观实用2。
风力调节：提供18
档风速微调，特别设有婴儿风和幼儿风模式，满足不同需求2。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
1***2,2024-05-24 14:35:35,内蒙古,"京东商城的商品，购买方便，送货到家，赶上活动，价格还是可以的，比线下实体店和超市都便宜，一定要保持好，毕竟是家用品，多点过活动多点优惠价，把实惠多给顾客些，保持京东商城的品质不变，这样才能成为网络首选，
静音效果：12档以下几乎没声，12档以上声音变大，平常九档就够用了
操作方式：语音太方便了",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***沙,2024-06-19 11:16:46,北京,选了多家，最后选了一个标杆企业，静音效果好，风力大，唯一不好的就是语音控制反馈声音大，需要好好学习一下语音控制，其他的都不错,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***c,2024-06-19 08:27:39,上海,京东速度不用说了，那就叫一个快，我是晚上10点多购买的，第二天一早就送到了，这款电风扇不错，一分钟内远距离送风，而且还比较安静，适合家里客厅，卧室等，这次搞活动也给力，价格比之前便宜好多，有喜欢的可以入手！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***m,2024-06-05 13:29:23,浙江,很高级，声音很小，还能语音，就是活动价格一直波动，本来想等618再买，但是第六感让我提前买了，果然618活动反而比之前还贵，一定要相信女人的第六感。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
如***美,2024-06-30 07:04:45,河南,618，本来想买老款紫色的32档风的，价格有些高，最后还是决定买语音款，语音功能非常实用，外观白色耐看款，用了两天各方面性能都没问题，睡觉开6档已经足够，到8档都很静音，18档风力已经够大。语音，风力，静音效果还可以，负离子功能是价格高的一个点。缺点：塑料感很强，底座做工粗糙，感觉不是很稳当，有点晃动。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
